age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
41,blue-collar,married,primary,no,7735,yes,no,cellular,220,1,190,1,success,no
29,management,single,tertiary,no,200,yes,no,cellular,107,4,371,3,success,no
38,services,married,secondary,no,8876,no,no,cellular,280,1,75,1,success,no
34,blue-collar,married,secondary,no,360,yes,no,telephone,46,1,182,2,success,no
46,blue-collar,married,primary,no,1291,yes,no,cellular,142,3,259,17,success,no
40,unemployed,married,secondary,no,200,yes,no,cellular,332,1,183,1,success,no
30,management,married,secondary,no,559,yes,yes,cellular,98,1,167,2,success,no
36,management,single,tertiary,no,679,yes,yes,cellular,172,1,93,1,success,no
39,self-employed,married,secondary,no,200,yes,no,cellular,61,2,181,4,success,no
32,management,single,tertiary,no,347,yes,no,cellular,213,1,264,6,success,no
33,services,divorced,secondary,no,2411,yes,no,cellular,130,1,161,1,success,yes
47,admin.,single,secondary,no,1544,yes,no,cellular,104,1,312,1,success,no
39,technician,married,secondary,no,200,yes,no,cellular,122,3,357,4,success,no
39,admin.,married,secondary,no,650,no,no,cellular,123,2,364,1,success,no
34,housemaid,married,tertiary,no,200,no,no,cellular,141,1,188,1,success,no
46,blue-collar,married,secondary,no,1400,yes,no,telephone,309,3,355,4,success,no
70,retired,married,secondary,no,1164,no,no,telephone,338,3,185,2,success,no
50,self-employed,married,tertiary,no,202,yes,no,cellular,107,1,148,4,success,no
36,technician,married,tertiary,no,629,yes,yes,cellular,109,1,246,1,success,no
27,student,single,secondary,no,268,yes,no,cellular,163,1,358,2,success,no
30,management,single,tertiary,no,200,no,no,cellular,102,1,85,1,success,no
33,student,single,unknown,no,5969,no,no,cellular,156,2,127,8,success,no
26,services,single,secondary,no,5533,yes,no,cellular,217,2,283,4,success,no
42,admin.,single,secondary,no,200,yes,no,cellular,98,1,266,3,success,no
39,management,single,tertiary,no,200,yes,no,cellular,196,4,369,3,success,no
43,management,divorced,tertiary,no,497,no,no,cellular,66,1,363,22,success,no
29,technician,married,tertiary,no,858,yes,no,cellular,234,7,330,1,success,no
80,housemaid,married,primary,no,200,no,no,cellular,274,1,189,1,success,yes
57,admin.,divorced,primary,no,200,yes,no,cellular,67,1,368,2,success,no
42,blue-collar,married,primary,no,200,yes,no,cellular,216,4,271,5,success,no
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,199,1,173,2,success,no
52,retired,married,secondary,no,424,no,no,cellular,143,1,154,3,success,no
50,management,married,tertiary,no,470,yes,no,cellular,130,2,160,1,success,no
79,retired,divorced,unknown,no,2628,no,no,telephone,220,7,450,2,success,no
42,services,married,secondary,no,200,yes,no,cellular,238,3,340,2,success,no
55,technician,divorced,secondary,no,3450,no,no,cellular,169,1,183,1,success,yes
41,management,divorced,tertiary,no,3355,no,no,cellular,181,2,500,1,success,no
43,unemployed,single,unknown,no,3274,yes,no,cellular,315,1,95,1,success,no
31,management,married,tertiary,no,623,yes,no,cellular,96,2,349,5,success,no
32,admin.,married,secondary,no,3540,yes,no,cellular,213,1,178,1,success,no
31,blue-collar,married,unknown,no,200,yes,no,cellular,100,3,201,2,success,no
34,management,single,tertiary,no,8038,yes,no,cellular,29,3,152,1,success,no
36,self-employed,married,secondary,no,200,yes,no,cellular,136,1,120,1,success,no
39,admin.,married,secondary,no,607,yes,no,cellular,89,2,364,3,success,yes
26,management,single,tertiary,no,1274,yes,no,cellular,190,1,84,1,success,no
51,blue-collar,married,primary,no,377,yes,no,telephone,143,4,272,1,success,no
36,management,divorced,tertiary,no,649,no,no,cellular,237,2,91,1,success,no
57,admin.,married,secondary,no,200,no,no,cellular,180,1,106,2,success,no
36,self-employed,married,tertiary,no,506,no,no,cellular,47,1,120,1,success,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,264,1,317,1,success,no
57,retired,married,primary,no,464,yes,no,cellular,75,1,190,6,success,no
50,technician,single,secondary,no,246,yes,no,cellular,270,1,123,2,success,no
44,blue-collar,married,primary,no,887,yes,no,cellular,165,2,363,1,success,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,197,2,244,3,success,no
43,blue-collar,single,secondary,no,200,no,no,cellular,68,1,363,1,success,no
43,blue-collar,married,primary,no,200,yes,no,cellular,58,3,347,5,success,no
44,management,married,tertiary,no,724,yes,no,cellular,157,2,172,1,success,no
53,admin.,divorced,secondary,no,200,yes,no,cellular,56,1,359,1,success,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,146,1,272,2,success,no
43,technician,married,secondary,no,200,yes,yes,cellular,174,8,204,5,success,no
38,blue-collar,divorced,secondary,no,200,yes,no,cellular,215,1,173,1,success,no
40,technician,married,secondary,no,4441,yes,no,cellular,153,2,183,2,success,no
71,unknown,married,tertiary,no,353,no,no,cellular,208,1,93,2,success,no
30,technician,single,tertiary,no,1185,yes,no,cellular,284,1,339,1,success,no
32,blue-collar,married,secondary,no,200,yes,no,cellular,16,9,309,1,success,no
40,services,married,secondary,no,9374,yes,no,cellular,7,8,185,1,success,no
28,technician,single,secondary,no,1532,no,no,cellular,253,1,107,5,success,no
70,retired,married,secondary,no,616,no,no,cellular,149,2,182,1,success,no
36,services,married,secondary,no,3064,yes,no,telephone,240,3,107,4,success,no
31,services,single,secondary,no,481,yes,no,cellular,106,2,183,2,success,no
51,management,married,tertiary,no,200,yes,yes,unknown,8,1,687,2,success,no
53,blue-collar,married,primary,no,200,yes,no,cellular,208,1,140,1,success,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,173,6,353,23,success,no
51,management,married,tertiary,no,1612,no,no,cellular,19,1,182,5,success,no
26,entrepreneur,married,tertiary,no,200,yes,yes,cellular,207,1,363,2,success,no
34,management,married,tertiary,no,436,yes,no,cellular,28,1,345,1,success,no
33,services,single,secondary,no,358,yes,no,cellular,302,1,356,3,success,no
37,management,married,tertiary,no,200,no,no,cellular,129,4,107,2,success,no
33,technician,married,tertiary,no,8023,no,no,cellular,196,1,87,4,success,no
35,services,divorced,secondary,no,221,yes,no,cellular,150,1,360,1,success,no
31,management,single,tertiary,no,1130,yes,no,cellular,224,3,74,4,success,no
48,blue-collar,married,secondary,no,480,yes,no,cellular,100,1,352,2,success,yes
36,unemployed,married,secondary,no,872,yes,yes,cellular,153,1,183,1,success,no
37,blue-collar,divorced,secondary,no,200,yes,no,cellular,106,2,167,1,success,no
40,student,married,secondary,no,260,no,no,cellular,52,1,152,6,success,no
57,technician,married,secondary,no,589,yes,no,cellular,223,1,76,4,success,no
30,technician,single,secondary,no,522,yes,yes,cellular,305,2,286,6,success,yes
33,management,single,tertiary,no,201,yes,no,cellular,171,1,183,1,success,no
58,retired,married,secondary,no,3382,no,yes,cellular,294,2,309,2,success,no
50,technician,married,tertiary,no,200,yes,yes,cellular,116,2,253,1,success,no
35,admin.,married,secondary,no,200,yes,yes,cellular,41,1,184,7,success,no
52,management,married,secondary,no,335,no,no,cellular,46,1,182,1,success,yes
54,self-employed,married,secondary,no,641,yes,no,cellular,107,1,148,2,success,no
40,services,married,tertiary,no,200,no,no,cellular,318,4,317,3,success,no
30,services,single,secondary,no,200,yes,no,cellular,39,6,340,1,success,no
31,technician,single,secondary,no,1626,no,no,cellular,356,2,286,3,success,no
70,retired,divorced,secondary,no,6850,no,no,telephone,252,3,183,1,success,no
50,management,divorced,tertiary,no,200,yes,yes,cellular,157,1,299,3,success,no
73,retired,married,unknown,no,519,no,no,telephone,69,1,57,1,success,yes
51,blue-collar,married,primary,no,200,yes,no,cellular,79,1,370,1,success,no
32,admin.,married,secondary,no,200,yes,yes,cellular,159,2,195,2,success,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,291,4,331,1,success,no
30,technician,single,secondary,no,4787,yes,no,cellular,266,1,167,2,success,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,252,1,168,4,success,no
41,retired,single,primary,no,200,no,no,cellular,239,1,368,2,success,no
35,blue-collar,married,secondary,no,305,yes,no,cellular,7,7,367,25,success,no
65,retired,married,primary,no,493,no,no,cellular,257,1,182,1,success,no
45,technician,married,secondary,no,999,yes,no,cellular,215,6,188,2,success,no
45,management,single,tertiary,no,2048,yes,no,cellular,310,1,804,1,success,yes
35,technician,single,secondary,no,200,yes,no,cellular,219,1,246,1,success,no
31,technician,single,secondary,no,4888,yes,no,telephone,110,4,166,2,success,no
35,blue-collar,married,secondary,no,5304,yes,no,cellular,340,1,183,2,success,no
37,management,married,primary,no,3953,yes,no,cellular,245,2,138,1,success,no
33,technician,single,secondary,no,920,yes,no,cellular,58,1,122,4,success,no
33,technician,married,secondary,no,4790,yes,no,cellular,137,1,272,2,success,no
53,blue-collar,married,primary,no,238,yes,no,cellular,238,2,361,5,success,no
45,management,married,tertiary,no,6945,no,no,cellular,131,5,356,3,success,no
32,technician,single,secondary,no,309,yes,yes,cellular,346,1,234,3,success,no
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,221,3,370,4,success,yes
38,blue-collar,married,secondary,no,1205,yes,no,cellular,45,4,153,1,success,no
36,self-employed,married,tertiary,no,307,yes,no,cellular,341,1,330,2,other,no
31,services,married,secondary,no,200,no,no,cellular,148,1,152,1,other,no
55,blue-collar,married,primary,no,200,no,no,telephone,59,3,5,2,other,no
34,technician,married,tertiary,no,1539,yes,no,cellular,76,1,56,1,other,yes
41,blue-collar,divorced,secondary,no,200,yes,no,cellular,2,2,297,1,other,no
46,admin.,married,secondary,no,200,yes,no,cellular,194,4,436,1,other,no
40,admin.,single,secondary,no,462,yes,yes,cellular,272,1,335,4,other,no
37,services,single,secondary,no,200,yes,no,cellular,96,1,271,2,other,no
38,technician,married,tertiary,no,432,yes,no,cellular,10,2,373,1,other,no
33,technician,married,secondary,no,359,yes,no,cellular,210,1,242,1,other,no
35,technician,married,tertiary,no,200,yes,yes,cellular,112,1,62,6,other,no
33,blue-collar,married,secondary,no,3576,yes,no,cellular,124,1,308,2,other,no
36,management,married,tertiary,no,200,yes,no,cellular,60,1,250,1,other,no
29,technician,single,tertiary,no,828,yes,no,cellular,215,3,321,3,other,no
30,entrepreneur,married,secondary,no,946,yes,no,cellular,335,1,183,1,other,no
33,management,single,tertiary,no,1240,yes,no,cellular,140,2,260,1,other,no
27,admin.,single,secondary,no,619,yes,no,cellular,16,5,322,4,other,no
34,management,married,tertiary,no,902,yes,no,cellular,159,1,367,2,other,no
61,retired,married,secondary,no,5207,no,no,cellular,336,1,81,2,other,no
34,technician,married,secondary,no,228,yes,no,cellular,187,3,332,3,other,no
49,blue-collar,married,secondary,no,200,no,no,cellular,19,3,175,2,other,no
36,technician,divorced,secondary,no,666,yes,yes,cellular,190,1,133,1,other,no
53,entrepreneur,married,primary,no,1034,yes,no,cellular,124,2,170,3,other,no
37,technician,married,secondary,no,200,yes,no,cellular,239,4,278,2,other,no
26,technician,single,secondary,no,455,no,no,cellular,240,1,182,8,other,no
31,management,married,tertiary,no,1010,yes,no,cellular,20,3,364,9,other,no
46,services,married,secondary,no,200,yes,no,cellular,154,1,124,1,other,no
50,management,married,tertiary,no,2881,no,no,cellular,145,2,2,5,other,no
32,technician,single,secondary,no,271,yes,no,cellular,80,2,268,2,other,no
47,technician,married,secondary,no,200,yes,no,cellular,57,1,247,1,other,no
27,services,married,secondary,no,200,yes,no,cellular,113,1,337,2,other,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,138,1,136,8,other,no
43,management,married,tertiary,no,1429,yes,no,cellular,285,1,198,2,other,yes
47,unemployed,married,primary,no,200,yes,no,telephone,66,1,241,1,other,no
39,services,single,secondary,no,7066,yes,no,cellular,302,3,357,3,other,yes
55,housemaid,divorced,primary,no,976,no,no,cellular,345,1,94,3,other,yes
38,management,single,tertiary,no,15030,yes,no,cellular,167,1,174,7,other,no
31,blue-collar,married,primary,no,200,yes,no,cellular,193,2,322,1,other,no
27,unemployed,single,secondary,no,3276,no,no,cellular,106,1,110,2,other,no
38,management,married,tertiary,no,200,yes,no,cellular,140,1,2,3,other,no
30,admin.,single,secondary,no,200,yes,no,cellular,121,6,112,3,other,no
38,blue-collar,married,secondary,no,200,yes,no,cellular,57,5,349,1,other,no
54,unknown,married,secondary,no,2206,no,no,cellular,104,1,99,2,other,yes
46,technician,married,tertiary,no,217,yes,no,cellular,141,1,346,2,other,no
43,management,single,tertiary,no,200,no,no,cellular,50,1,113,5,other,no
37,technician,married,secondary,no,480,no,no,cellular,344,2,182,8,other,yes
36,services,single,secondary,no,1482,yes,no,cellular,177,2,174,1,other,no
35,unemployed,married,secondary,no,977,yes,no,cellular,52,4,91,1,other,no
49,management,divorced,tertiary,no,2370,yes,yes,unknown,56,1,103,2,other,no
32,admin.,divorced,secondary,yes,200,yes,yes,cellular,82,3,363,2,other,no
43,blue-collar,married,primary,no,200,yes,yes,cellular,112,2,330,3,other,no
41,blue-collar,married,secondary,no,217,yes,no,cellular,313,1,349,3,other,no
41,management,divorced,tertiary,no,5037,no,no,cellular,252,9,185,5,other,yes
47,technician,married,secondary,no,1233,yes,no,unknown,91,1,100,2,other,yes
29,admin.,single,secondary,no,1448,no,no,cellular,217,1,184,7,other,no
46,admin.,married,secondary,no,368,no,no,cellular,293,1,90,4,other,yes
41,blue-collar,married,secondary,no,200,yes,no,cellular,16,6,176,5,other,no
21,services,single,secondary,no,361,no,no,telephone,329,1,95,1,other,no
37,blue-collar,married,primary,no,200,yes,no,cellular,24,2,362,1,other,no
35,blue-collar,single,secondary,no,200,yes,no,cellular,79,1,345,4,other,yes
32,student,single,tertiary,no,200,no,no,cellular,101,5,3,6,other,no
38,entrepreneur,married,secondary,no,200,no,yes,cellular,57,11,366,1,other,no
38,technician,single,tertiary,no,744,yes,no,cellular,283,1,288,12,other,no
35,management,married,tertiary,no,200,no,no,cellular,198,2,88,1,other,no
42,blue-collar,married,primary,no,792,yes,yes,cellular,246,2,175,12,other,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,265,1,127,4,other,no
36,blue-collar,married,primary,no,200,yes,no,cellular,232,2,365,5,other,no
34,blue-collar,single,primary,no,464,yes,no,cellular,173,1,299,2,other,no
46,blue-collar,married,primary,no,2558,yes,no,telephone,107,1,167,1,other,no
55,self-employed,married,secondary,no,203,yes,no,telephone,9,5,174,12,other,no
47,blue-collar,married,primary,no,556,yes,no,cellular,147,2,264,4,other,no
34,blue-collar,married,secondary,no,200,yes,yes,cellular,171,2,193,2,other,no
30,self-employed,married,secondary,no,200,no,yes,unknown,66,1,85,5,other,no
40,technician,single,tertiary,no,825,yes,no,cellular,38,1,335,1,other,no
35,self-employed,single,tertiary,no,200,no,no,cellular,310,2,96,2,other,no
27,blue-collar,married,secondary,no,2171,yes,no,cellular,130,1,323,1,other,no
46,admin.,married,secondary,no,4958,yes,no,cellular,64,3,150,5,other,no
37,blue-collar,married,primary,no,200,yes,no,cellular,226,1,363,3,other,no
48,management,divorced,tertiary,no,541,yes,no,cellular,72,1,363,2,other,no
32,admin.,single,secondary,no,200,yes,yes,cellular,178,3,344,7,other,no
86,retired,married,secondary,no,1503,no,no,telephone,165,3,101,1,other,no
25,student,single,unknown,no,10788,no,no,cellular,102,2,210,2,other,no
28,student,single,tertiary,no,200,no,no,cellular,294,2,105,7,other,yes
29,management,single,tertiary,no,1026,no,no,cellular,226,1,92,1,other,yes
54,blue-collar,married,unknown,no,310,yes,no,telephone,161,4,258,3,other,no
30,management,married,tertiary,no,1942,yes,yes,cellular,71,2,178,3,other,yes
41,housemaid,divorced,primary,no,200,yes,no,cellular,238,3,126,4,other,no
26,management,single,tertiary,no,592,no,no,telephone,145,2,164,1,other,no
58,management,married,tertiary,no,9339,yes,no,telephone,52,3,172,3,other,no
24,student,single,secondary,no,508,yes,no,telephone,12,3,374,1,other,no
37,management,married,tertiary,no,4089,yes,no,cellular,289,2,174,4,other,yes
47,technician,married,secondary,no,826,yes,no,telephone,195,3,112,8,other,no
34,management,single,unknown,no,1534,yes,no,cellular,156,1,147,7,other,no
38,technician,married,secondary,no,1931,no,no,cellular,167,1,298,10,other,no
48,technician,married,secondary,no,200,no,yes,cellular,47,2,222,3,other,no
38,admin.,single,secondary,no,883,yes,no,cellular,95,1,327,9,other,no
30,management,married,tertiary,no,200,yes,no,cellular,105,7,426,3,other,yes
33,admin.,divorced,secondary,no,661,yes,no,cellular,46,1,173,2,other,no
